date,product_id,quantity_sold
2022-01-01,P0085,7
2022-01-01,P0086,6
2022-01-01,P0087,14
2022-01-01,P0088,9
2022-01-01,P0089,15
2022-01-01,P0090,7
2022-01-01,P0091,7
2022-01-01,P0092,15
2022-01-01,P0093,10
2022-01-01,P0094,9
2022-01-01,P0095,16
2022-01-01,P0096,11
2022-01-01,P0097,17
2022-01-01,P0098,15
2022-01-01,P0099,17
2022-01-01,P0100,8
2022-01-02,P0001,11
2022-01-02,P0002,11
2022-01-02,P0003,16
2022-01-02,P0004,7
2022-01-02,P0005,14
2022-01-02,P0006,17
2022-01-02,P0007,12
2022-01-02,P0008,11
2022-01-02,P0009,13
2022-01-02,P0010,13
2022-01-02,P0011,14
2022-01-02,P0012,15
2022-01-02,P0013,9
2022-01-02,P0014,18
2022-01-02,P0015,21
2022-01-02,P0016,11
2022-01-02,P0017,11
2022-01-02,P0018,7
2022-01-02,P0019,13
2022-01-02,P0020,15
2022-01-02,P0021,18
2022-01-02,P0022,4
2022-01-02,P0023,17
2022-01-02,P0024,13
2022-01-02,P0025,10
2022-01-02,P0026,14
2022-01-02,P0027,17
2022-01-02,P0028,14
2022-01-02,P0029,9
2022-01-02,P0030,7
2022-01-02,P0031,20
2022-01-02,P0032,12
2022-01-02,P0033,16
2022-01-02,P0034,18
2022-01-02,P0035,9
2022-01-02,P0036,16
2022-01-02,P0037,4
2022-01-02,P0038,15
2022-01-02,P0039,14
2022-01-02,P0040,12
2022-01-02,P0041,6
2022-01-02,P0042,3
2022-01-02,P0043,18
2022-01-02,P0044,12
2022-01-02,P0045,15
2022-01-02,P0046,13
2022-01-02,P0047,11
2022-01-02,P0048,11
2022-01-02,P0049,12
2022-01-02,P0050,16
2022-01-02,P0051,18
2022-01-02,P0052,10
2022-01-02,P0053,6
2022-01-02,P0054,11
2022-01-02,P0055,12
2022-01-02,P0056,6
2022-01-02,P0057,13
2022-01-02,P0058,20
2022-01-02,P0059,18
2022-01-02,P0060,7
2022-01-02,P0061,7
2022-01-02,P0062,10
2022-01-02,P0063,16
2022-01-02,P0064,15
2022-01-02,P0065,11
2022-01-02,P0066,10
2022-01-02,P0067,16
2022-01-02,P0068,7
2022-01-02,P0069,20
2022-01-02,P0070,11
2022-01-02,P0071,16
2022-01-02,P0072,13
2022-01-02,P0073,16
2022-01-02,P0074,8
2022-01-02,P0075,10
2022-01-02,P0076,15
2022-01-02,P0077,19
2022-01-02,P0078,14
2022-01-02,P0079,8
2022-01-02,P0080,14
2022-01-02,P0081,13
2022-01-02,P0082,18
2022-01-02,P0083,12
2022-01-02,P0084,17
2022-01-02,P0085,16
2022-01-02,P0086,10
2022-01-02,P0087,9
2022-01-02,P0088,5
2022-01-02,P0089,20
2022-01-02,P0090,18
2022-01-02,P0091,18
2022-01-02,P0092,8
2022-01-02,P0093,6
2022-01-02,P0094,16
2022-01-02,P0095,19
2022-01-02,P0096,13
2022-01-02,P0097,9
2022-01-02,P0098,15
2022-01-02,P0099,12
2022-01-02,P0100,17
2022-01-03,P0001,18
2022-01-03,P0002,10
2022-01-03,P0003,14
2022-01-03,P0004,5
2022-01-03,P0005,9
2022-01-03,P0006,15
2022-01-03,P0007,9
2022-01-03,P0008,11
2022-01-03,P0009,7
2022-01-03,P0010,7
2022-01-03,P0011,7
2022-01-03,P0012,15
2022-01-03,P0013,13
2022-01-03,P0014,14
2022-01-03,P0015,8
2022-01-03,P0016,8
2022-01-03,P0017,17
2022-01-03,P0018,6
2022-01-03,P0019,15
2022-01-03,P0020,10
2022-01-03,P0021,16
2022-01-03,P0022,19
2022-01-03,P0023,14
2022-01-03,P0024,16
2022-01-03,P0025,4
2022-01-03,P0026,13
2022-01-03,P0027,12
2022-01-03,P0028,5
2022-01-03,P0029,12
2022-01-03,P0030,10
2022-01-03,P0031,4
2022-01-03,P0032,12
2022-01-03,P0033,3
2022-01-03,P0034,7
2022-01-03,P0035,12
2022-01-03,P0036,3
2022-01-03,P0037,19
2022-01-03,P0038,9
2022-01-03,P0039,11
2022-01-03,P0040,8
2022-01-03,P0041,9
2022-01-03,P0042,16
2022-01-03,P0043,14
2022-01-03,P0044,3
2022-01-03,P0045,16
2022-01-03,P0046,16
2022-01-03,P0047,11
2022-01-03,P0048,8
2022-01-03,P0049,11
2022-01-03,P0050,13
2022-01-03,P0051,10
2022-01-03,P0052,13
2022-01-03,P0053,15
2022-01-03,P0054,7
2022-01-03,P0055,4
2022-01-03,P0056,16
2022-01-03,P0057,15
2022-01-03,P0058,13
2022-01-03,P0059,21
2022-01-03,P0060,7
2022-01-03,P0061,10
2022-01-03,P0062,15
2022-01-03,P0063,11
2022-01-03,P0064,12
2022-01-03,P0065,21
2022-01-03,P0066,17
2022-01-03,P0067,17
2022-01-03,P0068,15
2022-01-03,P0069,10
2022-01-03,P0070,17
2022-01-03,P0071,5
2022-01-03,P0072,13
2022-01-03,P0073,4
2022-01-03,P0074,15
2022-01-03,P0075,16
2022-01-03,P0076,17
2022-01-03,P0077,16
2022-01-03,P0078,10
2022-01-03,P0079,19
2022-01-03,P0080,19
2022-01-03,P0081,9
2022-01-03,P0082,13
2022-01-03,P0083,12
2022-01-03,P0084,6
2022-01-03,P0085,6
2022-01-03,P0086,21
2022-01-03,P0087,7
2022-01-03,P0088,13
2022-01-03,P0089,10
2022-01-03,P0090,11
2022-01-03,P0091,13
2022-01-03,P0092,15
2022-01-03,P0093,9
2022-01-03,P0094,6
2022-01-03,P0095,14
2022-01-03,P0096,15
2022-01-03,P0097,5
2022-01-03,P0098,19
2022-01-03,P0099,11
2022-01-03,P0100,20
2022-01-04,P0001,9
2022-01-04,P0002,13
2022-01-04,P0003,11
2022-01-04,P0004,12
2022-01-04,P0005,11
2022-01-04,P0006,6
2022-01-04,P0007,21
2022-01-04,P0008,16
2022-01-04,P0009,9
2022-01-04,P0010,14
2022-01-04,P0011,9
2022-01-04,P0012,19
2022-01-04,P0013,18
2022-01-04,P0014,10
2022-01-04,P0015,9
2022-01-04,P0016,16
2022-01-04,P0017,7
2022-01-04,P0018,8
2022-01-04,P0019,7
2022-01-04,P0020,19
2022-01-04,P0021,15
2022-01-04,P0022,17
2022-01-04,P0023,7
2022-01-04,P0024,15
2022-01-04,P0025,13
2022-01-04,P0026,13
2022-01-04,P0027,19
2022-01-04,P0028,11
2022-01-04,P0029,13
2022-01-04,P0030,20
2022-01-04,P0031,17
2022-01-04,P0032,17
2022-01-04,P0033,17
2022-01-04,P0034,8
2022-01-04,P0035,13
2022-01-04,P0036,3
2022-01-04,P0037,4
2022-01-04,P0038,7
2022-01-04,P0039,14
2022-01-04,P0040,9
2022-01-04,P0041,17
2022-01-04,P0042,15
2022-01-04,P0043,5
2022-01-04,P0044,14
2022-01-04,P0045,12
2022-01-04,P0046,6
2022-01-04,P0047,7
2022-01-04,P0048,8
2022-01-04,P0049,4
2022-01-04,P0050,15
2022-01-04,P0051,12
2022-01-04,P0052,6
2022-01-04,P0053,21
2022-01-04,P0054,8
2022-01-04,P0055,3
2022-01-04,P0056,16
2022-01-04,P0057,5
2022-01-04,P0058,9
2022-01-04,P0059,17
2022-01-04,P0060,7
2022-01-04,P0061,11
2022-01-04,P0062,16
2022-01-04,P0063,18
2022-01-04,P0064,6
2022-01-04,P0065,16
2022-01-04,P0066,19
2022-01-04,P0067,17
2022-01-04,P0068,7
2022-01-04,P0069,7
2022-01-04,P0070,14
2022-01-04,P0071,8
2022-01-04,P0072,16
2022-01-04,P0073,8
2022-01-04,P0074,7
2022-01-04,P0075,16
2022-01-04,P0076,15
2022-01-04,P0077,15
2022-01-04,P0078,7
2022-01-04,P0079,6
2022-01-04,P0080,10
2022-01-04,P0081,6
2022-01-04,P0082,12
2022-01-04,P0083,14
2022-01-04,P0084,18
2022-01-04,P0085,8
2022-01-04,P0086,11
2022-01-04,P0087,11
2022-01-04,P0088,16
2022-01-04,P0089,17
2022-01-04,P0090,12
2022-01-04,P0091,7
2022-01-04,P0092,7
2022-01-04,P0093,11
2022-01-04,P0094,8
2022-01-04,P0095,8
2022-01-04,P0096,9
2022-01-04,P0097,11
2022-01-04,P0098,11
2022-01-04,P0099,15
2022-01-04,P0100,17
2022-01-05,P0001,10
2022-01-05,P0002,7
2022-01-05,P0003,18
2022-01-05,P0004,8
2022-01-05,P0005,15
2022-01-05,P0006,13
2022-01-05,P0007,15
2022-01-05,P0008,7
2022-01-05,P0009,15
2022-01-05,P0010,10
2022-01-05,P0011,20
2022-01-05,P0012,16
2022-01-05,P0013,10
2022-01-05,P0014,4
2022-01-05,P0015,13
2022-01-05,P0016,13
2022-01-05,P0017,7
2022-01-05,P0018,7
2022-01-05,P0019,15
2022-01-05,P0020,8
2022-01-05,P0021,19
2022-01-05,P0022,19
2022-01-05,P0023,12
2022-01-05,P0024,7
2022-01-05,P0025,12
2022-01-05,P0026,18
2022-01-05,P0027,17
2022-01-05,P0028,11
2022-01-05,P0029,8
2022-01-05,P0030,19
2022-01-05,P0031,12
2022-01-05,P0032,14
2022-01-05,P0033,5
2022-01-05,P0034,6
2022-01-05,P0035,19
2022-01-05,P0036,11
2022-01-05,P0037,10
2022-01-05,P0038,7
2022-01-05,P0039,16
2022-01-05,P0040,14
2022-01-05,P0041,3
2022-01-05,P0042,8
2022-01-05,P0043,14
2022-01-05,P0044,12
2022-01-05,P0045,6
2022-01-05,P0046,21
2022-01-05,P0047,17
2022-01-05,P0048,10
2022-01-05,P0049,11
2022-01-05,P0050,13
2022-01-05,P0051,14
2022-01-05,P0052,13
2022-01-05,P0053,16
2022-01-05,P0054,12
2022-01-05,P0055,18
2022-01-05,P0056,13
2022-01-05,P0057,15
2022-01-05,P0058,19
2022-01-05,P0059,14
2022-01-05,P0060,12
2022-01-05,P0061,9
2022-01-05,P0062,14
2022-01-05,P0063,5
2022-01-05,P0064,18
2022-01-05,P0065,11
2022-01-05,P0066,5
2022-01-05,P0067,9
2022-01-05,P0068,4
2022-01-05,P0069,7
2022-01-05,P0070,9
2022-01-05,P0071,20
2022-01-05,P0072,19
2022-01-05,P0073,10
2022-01-05,P0074,18
2022-01-05,P0075,10
2022-01-05,P0076,10
2022-01-05,P0077,15
2022-01-05,P0078,13
2022-01-05,P0079,11
2022-01-05,P0080,10
2022-01-05,P0081,12
2022-01-05,P0082,6
2022-01-05,P0083,17
2022-01-05,P0084,16
2022-01-05,P0085,14
2022-01-05,P0086,13
2022-01-05,P0087,21
2022-01-05,P0088,15
2022-01-05,P0089,21
2022-01-05,P0090,6
2022-01-05,P0091,6
2022-01-05,P0092,12
2022-01-05,P0093,17
2022-01-05,P0094,6
2022-01-05,P0095,6
2022-01-05,P0096,14
2022-01-05,P0097,7
2022-01-05,P0098,8
2022-01-05,P0099,18
2022-01-05,P0100,16
2022-01-06,P0001,9
2022-01-06,P0002,10
2022-01-06,P0003,7
2022-01-06,P0004,15
2022-01-06,P0005,6
2022-01-06,P0006,15
2022-01-06,P0007,15
2022-01-06,P0008,20
2022-01-06,P0009,12
2022-01-06,P0010,20
2022-01-06,P0011,3
2022-01-06,P0012,4
2022-01-06,P0013,3
2022-01-06,P0014,17
2022-01-06,P0015,16
2022-01-06,P0016,3
2022-01-06,P0017,5
2022-01-06,P0018,5
2022-01-06,P0019,21
2022-01-06,P0020,3
2022-01-06,P0021,4
2022-01-06,P0022,16
2022-01-06,P0023,15
2022-01-06,P0024,11
2022-01-06,P0025,7
2022-01-06,P0026,20
2022-01-06,P0027,6
2022-01-06,P0028,6
2022-01-06,P0029,5
2022-01-06,P0030,7
2022-01-06,P0031,7
2022-01-06,P0032,5
2022-01-06,P0033,17
2022-01-06,P0034,12
2022-01-06,P0035,15
2022-01-06,P0036,14
2022-01-06,P0037,9
2022-01-06,P0038,21
2022-01-06,P0039,11
2022-01-06,P0040,13
2022-01-06,P0041,16
2022-01-06,P0042,15
2022-01-06,P0043,12
2022-01-06,P0044,18
2022-01-06,P0045,8
2022-01-06,P0046,16
2022-01-06,P0047,20
2022-01-06,P0048,12
2022-01-06,P0049,12
2022-01-06,P0050,6
2022-01-06,P0051,7
2022-01-06,P0052,15
2022-01-06,P0053,13
2022-01-06,P0054,13
2022-01-06,P0055,12
2022-01-06,P0056,4
2022-01-06,P0057,6
2022-01-06,P0058,10
2022-01-06,P0059,17
2022-01-06,P0060,20
2022-01-06,P0061,14
2022-01-06,P0062,13
2022-01-06,P0063,6
2022-01-06,P0064,15
2022-01-06,P0065,3
2022-01-06,P0066,16
2022-01-06,P0067,17
2022-01-06,P0068,8
2022-01-06,P0069,19
2022-01-06,P0070,12
2022-01-06,P0071,13
2022-01-06,P0072,15
2022-01-06,P0073,18
2022-01-06,P0074,12
2022-01-06,P0075,18
2022-01-06,P0076,10
2022-01-06,P0077,8
2022-01-06,P0078,6
2022-01-06,P0079,6
2022-01-06,P0080,18
2022-01-06,P0081,14
2022-01-06,P0082,17
2022-01-06,P0083,17
2022-01-06,P0084,6
2022-01-06,P0085,11
2022-01-06,P0086,18
2022-01-06,P0087,10
2022-01-06,P0088,18
2022-01-06,P0089,12
2022-01-06,P0090,16
2022-01-06,P0091,16
2022-01-06,P0092,17
2022-01-06,P0093,14
2022-01-06,P0094,13
2022-01-06,P0095,8
2022-01-06,P0096,5
2022-01-06,P0097,12
2022-01-06,P0098,9
2022-01-06,P0099,6
2022-01-06,P0100,12
2022-01-07,P0001,8
2022-01-07,P0002,10
2022-01-07,P0003,18
2022-01-07,P0004,10
2022-01-07,P0005,13
2022-01-07,P0006,17
2022-01-07,P0007,6
2022-01-07,P0008,7
2022-01-07,P0009,14
2022-01-07,P0010,12
2022-01-07,P0011,14
2022-01-07,P0012,12
2022-01-07,P0013,6
2022-01-07,P0014,12
2022-01-07,P0015,6
2022-01-07,P0016,9
2022-01-07,P0017,19
2022-01-07,P0018,11
2022-01-07,P0019,17
2022-01-07,P0020,18
2022-01-07,P0021,7
2022-01-07,P0022,13
2022-01-07,P0023,7
2022-01-07,P0024,15
2022-01-07,P0025,13
2022-01-07,P0026,15
2022-01-07,P0027,12
2022-01-07,P0028,12
2022-01-07,P0029,7
2022-01-07,P0030,6
2022-01-07,P0031,6
2022-01-07,P0032,6
2022-01-07,P0033,16
2022-01-07,P0034,19
2022-01-07,P0035,17
2022-01-07,P0036,11
2022-01-07,P0037,16
2022-01-07,P0038,6
2022-01-07,P0039,18
2022-01-07,P0040,18
2022-01-07,P0041,8
2022-01-07,P0042,11
2022-01-07,P0043,5
2022-01-07,P0044,10
2022-01-07,P0045,7
2022-01-07,P0046,7
2022-01-07,P0047,10
2022-01-07,P0048,4
2022-01-07,P0049,7
2022-01-07,P0050,8
2022-01-07,P0051,7
2022-01-07,P0052,17
2022-01-07,P0053,10
2022-01-07,P0054,12
2022-01-07,P0055,19
2022-01-07,P0056,13
2022-01-07,P0057,7
2022-01-07,P0058,14
2022-01-07,P0059,12
2022-01-07,P0060,13
2022-01-07,P0061,6
2022-01-07,P0062,13
2022-01-07,P0063,9
2022-01-07,P0064,12
2022-01-07,P0065,15
2022-01-07,P0066,14
2022-01-07,P0067,21
2022-01-07,P0068,14
2022-01-07,P0069,17
2022-01-07,P0070,18
2022-01-07,P0071,5
2022-01-07,P0072,7
2022-01-07,P0073,15
2022-01-07,P0074,7
2022-01-07,P0075,3
2022-01-07,P0076,12
2022-01-07,P0077,16
2022-01-07,P0078,17
2022-01-07,P0079,8
2022-01-07,P0080,7
2022-01-07,P0081,17
2022-01-07,P0082,17
2022-01-07,P0083,10
2022-01-07,P0084,9
2022-01-07,P0085,6
2022-01-07,P0086,10
2022-01-07,P0087,13
2022-01-07,P0088,14
2022-01-07,P0089,9
2022-01-07,P0090,19
2022-01-07,P0091,14
2022-01-07,P0092,8
2022-01-07,P0093,8
2022-01-07,P0094,7
2022-01-07,P0095,8
2022-01-07,P0096,16
2022-01-07,P0097,17
2022-01-07,P0098,18
2022-01-07,P0099,16
2022-01-07,P0100,21
2022-01-08,P0001,7
2022-01-08,P0002,16
2022-01-08,P0003,8
2022-01-08,P0004,11
2022-01-08,P0005,16
2022-01-08,P0006,15
2022-01-08,P0007,17
2022-01-08,P0008,7
2022-01-08,P0009,19
2022-01-08,P0010,18
2022-01-08,P0011,12
2022-01-08,P0012,8
2022-01-08,P0013,18
2022-01-08,P0014,10
2022-01-08,P0015,6
2022-01-08,P0016,18
2022-01-08,P0017,18
2022-01-08,P0018,5
2022-01-08,P0019,6
2022-01-08,P0020,14
2022-01-08,P0021,16
2022-01-08,P0022,6
2022-01-08,P0023,4
2022-01-08,P0024,19
2022-01-08,P0025,4
2022-01-08,P0026,11
2022-01-08,P0027,8
2022-01-08,P0028,7
2022-01-08,P0029,7
2022-01-08,P0030,13
2022-01-08,P0031,15
2022-01-08,P0032,8
2022-01-08,P0033,15
2022-01-08,P0034,6
2022-01-08,P0035,16
2022-01-08,P0036,10
2022-01-08,P0037,5
2022-01-08,P0038,3
2022-01-08,P0039,9
2022-01-08,P0040,8
2022-01-08,P0041,19
2022-01-08,P0042,4
2022-01-08,P0043,10
2022-01-08,P0044,15
2022-01-08,P0045,21
2022-01-08,P0046,17
2022-01-08,P0047,20
2022-01-08,P0048,7
2022-01-08,P0049,15
2022-01-08,P0050,16
2022-01-08,P0051,12
2022-01-08,P0052,6
2022-01-08,P0053,8
2022-01-08,P0054,14
2022-01-08,P0055,8
2022-01-08,P0056,10
2022-01-08,P0057,15
2022-01-08,P0058,15
2022-01-08,P0059,14
2022-01-08,P0060,20
2022-01-08,P0061,18
2022-01-08,P0062,7
2022-01-08,P0063,16
2022-01-08,P0064,9
2022-01-08,P0065,12
2022-01-08,P0066,9
2022-01-08,P0067,17
2022-01-08,P0068,15
2022-01-08,P0069,16
2022-01-08,P0070,17
2022-01-08,P0071,12
2022-01-08,P0072,15
2022-01-08,P0073,21
2022-01-08,P0074,8
2022-01-08,P0075,16
2022-01-08,P0076,13
2022-01-08,P0077,3
2022-01-08,P0078,8
2022-01-08,P0079,14
2022-01-08,P0080,7
2022-01-08,P0081,4
2022-01-08,P0082,17
2022-01-08,P0083,16
2022-01-08,P0084,17
2022-01-08,P0085,6
2022-01-08,P0086,13
2022-01-08,P0087,5
2022-01-08,P0088,7
2022-01-08,P0089,10
2022-01-08,P0090,16
2022-01-08,P0091,13
2022-01-08,P0092,12
2022-01-08,P0093,18
2022-01-08,P0094,13
2022-01-08,P0095,5
2022-01-08,P0096,11
2022-01-08,P0097,17
2022-01-08,P0098,17
2022-01-08,P0099,7
2022-01-08,P0100,8
2022-01-09,P0001,15
2022-01-09,P0002,18
2022-01-09,P0003,17
2022-01-09,P0004,15
2022-01-09,P0005,20
2022-01-09,P0006,11
2022-01-09,P0007,10
2022-01-09,P0008,10
2022-01-09,P0009,21
2022-01-09,P0010,16
2022-01-09,P0011,8
2022-01-09,P0012,10
2022-01-09,P0013,8
2022-01-09,P0014,17
2022-01-09,P0015,10
2022-01-09,P0016,16
2022-01-09,P0017,19
2022-01-09,P0018,20
2022-01-09,P0019,17
2022-01-09,P0020,19
2022-01-09,P0021,13
2022-01-09,P0022,14
2022-01-09,P0023,16
2022-01-09,P0024,12
2022-01-09,P0025,16
2022-01-09,P0026,8
2022-01-09,P0027,9
2022-01-09,P0028,16
2022-01-09,P0029,13
2022-01-09,P0030,5
2022-01-09,P0031,7
2022-01-09,P0032,8
2022-01-09,P0033,14
2022-01-09,P0034,10
2022-01-09,P0035,14
2022-01-09,P0036,14
2022-01-09,P0037,11
2022-01-09,P0038,5
2022-01-09,P0039,17
2022-01-09,P0040,9
2022-01-09,P0041,20
2022-01-09,P0042,7
2022-01-09,P0043,16
2022-01-09,P0044,8
2022-01-09,P0045,16
2022-01-09,P0046,17
2022-01-09,P0047,12
2022-01-09,P0048,15
2022-01-09,P0049,12
2022-01-09,P0050,17
2022-01-09,P0051,11
2022-01-09,P0052,18
2022-01-09,P0053,7
2022-01-09,P0054,6
2022-01-09,P0055,19
2022-01-09,P0056,16
2022-01-09,P0057,5
2022-01-09,P0058,15
2022-01-09,P0059,7
2022-01-09,P0060,6
2022-01-09,P0061,11
2022-01-09,P0062,10
2022-01-09,P0063,17
2022-01-09,P0064,5
2022-01-09,P0065,14
2022-01-09,P0066,6
2022-01-09,P0067,9
2022-01-09,P0068,10
2022-01-09,P0069,19
2022-01-09,P0070,14
2022-01-09,P0071,6
2022-01-09,P0072,20
2022-01-09,P0073,19
2022-01-09,P0074,17
2022-01-09,P0075,15
2022-01-09,P0076,12
2022-01-09,P0077,9
2022-01-09,P0078,12
2022-01-09,P0079,10
2022-01-09,P0080,9
2022-01-09,P0081,15
2022-01-09,P0082,4
2022-01-09,P0083,18
2022-01-09,P0084,15
2022-01-09,P0085,12
2022-01-09,P0086,15
2022-01-09,P0087,4
2022-01-09,P0088,18
2022-01-09,P0089,14
2022-01-09,P0090,18
2022-01-09,P0091,4
2022-01-09,P0092,13
2022-01-09,P0093,10
2022-01-09,P0094,15
2022-01-09,P0095,5
2022-01-09,P0096,19
2022-01-09,P0097,5
2022-01-09,P0098,9
2022-01-09,P0099,7
2022-01-09,P0100,10
2022-01-10,P0001,11
2022-01-10,P0002,21
2022-01-10,P0003,19
2022-01-10,P0004,9
2022-01-10,P0005,16
2022-01-10,P0006,14
2022-01-10,P0007,12
2022-01-10,P0008,11
2022-01-10,P0009,4
2022-01-10,P0010,21
2022-01-10,P0011,10
2022-01-10,P0012,15
2022-01-10,P0013,7
2022-01-10,P0014,6
2022-01-10,P0015,11
2022-01-10,P0016,16
2022-01-10,P0017,8
2022-01-10,P0018,7
2022-01-10,P0019,9
2022-01-10,P0020,13
2022-01-10,P0021,10
2022-01-10,P0022,11
2022-01-10,P0023,11
2022-01-10,P0024,18
2022-01-10,P0025,16
2022-01-10,P0026,7
2022-01-10,P0027,18
2022-01-10,P0028,10
2022-01-10,P0029,17
2022-01-10,P0030,10
2022-01-10,P0031,17
2022-01-10,P0032,15
2022-01-10,P0033,10
2022-01-10,P0034,8
2022-01-10,P0035,6
2022-01-10,P0036,20
2022-01-10,P0037,13
2022-01-10,P0038,5
2022-01-10,P0039,7
2022-01-10,P0040,4
2022-01-10,P0041,8
2022-01-10,P0042,11
2022-01-10,P0043,12
2022-01-10,P0044,17
2022-01-10,P0045,17
2022-01-10,P0046,9
2022-01-10,P0047,14
2022-01-10,P0048,10
2022-01-10,P0049,17
2022-01-10,P0050,11
2022-01-10,P0051,9
2022-01-10,P0052,5
2022-01-10,P0053,17
2022-01-10,P0054,9
2022-01-10,P0055,11
2022-01-10,P0056,14
2022-01-10,P0057,18
2022-01-10,P0058,8
2022-01-10,P0059,18
2022-01-10,P0060,16
2022-01-10,P0061,9
2022-01-10,P0062,12
2022-01-10,P0063,18
2022-01-10,P0064,14
2022-01-10,P0065,5
2022-01-10,P0066,17
2022-01-10,P0067,18
2022-01-10,P0068,9
2022-01-10,P0069,16
2022-01-10,P0070,19
2022-01-10,P0071,12
2022-01-10,P0072,18
2022-01-10,P0073,12
2022-01-10,P0074,13
2022-01-10,P0075,14
2022-01-10,P0076,8
2022-01-10,P0077,9
2022-01-10,P0078,15
2022-01-10,P0079,8
2022-01-10,P0080,6
2022-01-10,P0081,12
2022-01-10,P0082,18
2022-01-10,P0083,12
2022-01-10,P0084,14
2022-01-10,P0085,8
2022-01-10,P0086,11
2022-01-10,P0087,15
2022-01-10,P0088,15
2022-01-10,P0089,7
2022-01-10,P0090,15
2022-01-10,P0091,17
2022-01-10,P0092,15
2022-01-10,P0093,17
2022-01-10,P0094,7
2022-01-10,P0095,11
2022-01-10,P0096,19
2022-01-10,P0097,17
2022-01-10,P0098,10
2022-01-10,P0099,4
2022-01-10,P0100,16
2022-01-11,P0001,9
2022-01-11,P0002,13
2022-01-11,P0003,12
2022-01-11,P0004,10
2022-01-11,P0005,8
2022-01-11,P0006,12
2022-01-11,P0007,11
2022-01-11,P0008,16
2022-01-11,P0009,7
2022-01-11,P0010,17
2022-01-11,P0011,7
2022-01-11,P0012,14
2022-01-11,P0013,18
2022-01-11,P0014,10
2022-01-11,P0015,18
2022-01-11,P0016,13
2022-01-11,P0017,12
2022-01-11,P0018,9
2022-01-11,P0019,11
2022-01-11,P0020,3
2022-01-11,P0021,20
2022-01-11,P0022,13
2022-01-11,P0023,17
2022-01-11,P0024,17
2022-01-11,P0025,8
2022-01-11,P0026,20
2022-01-11,P0027,8
2022-01-11,P0028,14
2022-01-11,P0029,10
2022-01-11,P0030,15
2022-01-11,P0031,17
2022-01-11,P0032,10
2022-01-11,P0033,16
2022-01-11,P0034,10
2022-01-11,P0035,10
2022-01-11,P0036,11
2022-01-11,P0037,11
2022-01-11,P0038,19
2022-01-11,P0039,11
2022-01-11,P0040,16
2022-01-11,P0041,19
2022-01-11,P0042,20
2022-01-11,P0043,19
2022-01-11,P0044,15
2022-01-11,P0045,5
2022-01-11,P0046,17
2022-01-11,P0047,4
2022-01-11,P0048,9
2022-01-11,P0049,10
2022-01-11,P0050,11
2022-01-11,P0051,12
2022-01-11,P0052,6
2022-01-11,P0053,15
2022-01-11,P0054,19
2022-01-11,P0055,13
2022-01-11,P0056,5
2022-01-11,P0057,15
2022-01-11,P0058,17
2022-01-11,P0059,16
2022-01-11,P0060,16
2022-01-11,P0061,11
2022-01-11,P0062,14
2022-01-11,P0063,14
2022-01-11,P0064,18
2022-01-11,P0065,17
2022-01-11,P0066,11
2022-01-11,P0067,18
2022-01-11,P0068,11
2022-01-11,P0069,13
2022-01-11,P0070,3
2022-01-11,P0071,7
2022-01-11,P0072,3
2022-01-11,P0073,10
2022-01-11,P0074,3
